model,epochs,best_val_pr_auc,test_roc_auc,test_pr_auc,num_classes,train_size,validation_size,test_size,batch_size,hidden_dim,fingerprint_dim
GraphSAGE + Morgan Fingerprint,20,0.376303029575184,0.8970974347714192,0.3834897709770276,1317,44430,6348,12695,64,128,1024
