model,epochs,best_val_pr_auc,test_roc_auc,test_pr_auc,num_classes,train_size,validation_size,test_size,batch_size,hidden_dim
GraphSAGE,10,0.3415614870823916,0.8845343826570633,0.3476030928309557,1317,44430,6348,12695,64,128
